Name_ZH,Name_EN,Title_ZH,Title_EN,Company_ZH,Company_EN,Biography_ZH,Biography_EN,Interview1_ZH,Interview1_EN,Interview2_ZH,Interview2_EN,Interview3_ZH,Interview3_EN,ImageURL,LocalImage
Kgothatso Ngako,Kgothatso Ngako,CEO,CEO,Machankura,Machankura,Kgothatso Ngako 是推动非洲大陆比特币采用的“加速器”，创立了 8333.mobi，为没有联网设备的人提供通过 USSD 收发比特币的钱包服务，并创立 exonumia.africa 项目，把比特币相关书籍翻译成多种非洲语言。,"Kgothatso Ngako is a catalyst, accelerating the adoption of Bitcoin across the African continent.He has founded 8333.mobi, a wallet focused on giving people without an internet connected device the ability to send and receive Bitcoin (primarily through USSD), and exonumia.africa (focused on translating Bitcoin literature into African languages).",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Machankura 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Machankura, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6924946c21b88af69d317851_9bgncTWJAgZ2cP9v1eGBC3Tj0urCwxQPWkTbo_D9pLg.webp,avatars/mena-speakers/kgothatso-ngako.webp
Khalil Nur Khalil,Khalil Nur Khalil,Chief Economic Adviser,Chief Economic Adviser,Katsina State Government,Katsina State Government,Khalil 现任尼日利亚 Katsina 州政府经济顾问，曾担任 Kaduna 州投资促进署执行主任。他是一名长期比特币倡导者，致力于在新兴市场探索将治理与比特币结合的创新经济政策和州级战略。,"Khalil serves as the Economic Advisor to the Katsina State Government in Nigeria, and previously as the Executive Director of the Kaduna State Investment Promotion Agency in Nigeria. He is a passionate longtime Bitcoin advocate championing innovative economic policies and state-level strategies at the intersection of governance and Bitcoin in emerging markets",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Katsina State Government 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Katsina State Government, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e69a9d8e7ef9fb7669981e_bO9edshoTk8uqIBF8rQFqZx08tqx5z9ynghaiR20WJ8.webp,avatars/mena-speakers/khalil-nur-khalil.webp
Khing Oei,Khing Oei,CEO,CEO,Treasury,Treasury,Khing Oei 是荷兰比特币国库公司 Treasury 的创始人兼 CEO。该公司希望成长为欧洲最大的比特币国库公司，获得 Winklevoss Capital 和 Nakamoto 等机构投资，并计划通过反向并购的方式在泛欧交易所阿姆斯特丹上市。,"Khing Oei is the Founder and CEO of Treasury, a Netherlands-based Bitcoin treasury company recently launched with the ambition to become Europe’s largest. Backed by investors including Winklevoss Capital and Nakamoto, Treasury has the intention to list via a reverse listing on Euronext Amsterdam.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Treasury 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Treasury, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68d41584bdb1e847db858480_e2e67794f54ebb1c172ef40f.webp,avatars/mena-speakers/khing-oei.webp
Kingsley Advani,Kingsley Advani,CEO,CEO,Allocations,Allocations,Kingsley Advani 同时担任 Allocations CEO、Allo CEO 以及 Chainfund Capital 管理合伙人，自 2013 年以来，在多个基金中管理了逾 10 亿美元的加密资产，横跨一级和二级市场，并参与结构化超过 20 亿美元的私募股权交易。此前他是巴黎银行伦敦投行部并购顾问，参与规模超 100 亿美元的债务融资交易。作为最早期的种子投资人之一，他押注了以太坊、Solana、Polkadot、Avalanche、Arweave、Oasis、Coinbase 和 Robinhood 等多家加密独角兽，并投资了多家数字资产国库公司，包括 BNC Network Company（纳斯达克：BNC）、Nakamoto（纳斯达克：NAKA）、SUI Group（纳斯达克：SUIG）、TON Strategy（纳斯达克：TONX）、Satsuma（伦交所：SATS）、ETHZilla（纳斯达克：ETHZ）及 Forward Industries（纳斯达克：FORD）。,"Kingsley Advani is CEO of Allocations, CEO of Allo, Managing Partner of Chainfund Capital and has managed $1BN+ in crypto assets spanning private and public markets across multiple funds since 2013 and structured $2BN+ of private equity transactions. Previously, Kingsley was a Mergers & Acquisitions (M&A) investment banker at BNP Paribas in London where he advised on $10bn+ of debt financing transactions. Kingsley was an early / seed investor in a number of crypto unicorns including Ethereum, Solana, Polkadot, Avalanche, Arweave, Oasis, Coinbase and Robinhood. He has invested in multiple digital asset treasury companies including: BNC Network Company (NASDAQ: BNC), Nakamoto (NASDAQ: NAKA), SUI Group Holdings Limited (NASDAQ: SUIG), TON Strategy Company (NASDAQ: TONX), Satsuma Technology PLC (LSE: SATS), ETHZilla Corporation (NASDAQ: ETHZ) and Forward Industries, Inc. (NASDAQ: FORD).",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Allocations 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Allocations, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e69aaa3e827485d4234c52_-oVr22xwb4sXEVkU1XFs70HZwUk4wfXOIAAJTGp3hAo.webp,avatars/mena-speakers/kingsley-advani.webp
Kristyna Mazankova,Kristyna Mazankova,"Head of PR, Director of the Master in Bitcoin","Head of PR, Director of the Master in Bitcoin","BTC Inc., Hesperides University","BTC Inc., Hesperides University",Kristýna Mazánková 是全球首个“比特币硕士”项目（Master in Bitcoin）主任，这是以英语授课、专注比特币社会、技术与经济现象的全球学术项目。2019 年进入比特币行业前，她在科技与企业传播领域积累多年经验，帮助跨国公司沟通创新与管理变革，后来担任 Trezor 创造者 SatoshiLabs 的传播负责人，如今则出任 BTC Inc 公关负责人，服务《Bitcoin Magazine》与全球比特币大会。在 Hesperides University，她致力于打造一种新型高等教育：把比特币视作人类组织、价值与信任方式的重大转折点，而非短暂潮流。正如她所说，“比特币值得拥有一个严肃、独立、全球化的学术空间”。她的工作将传播、教育、科技与追求智识和财务独立的运动紧密相连。,"Kristýna Mazánková is the Director of the Master in Bitcoin — the world’s first English and global academic program dedicated entirely and only to Bitcoin as a social, technological, and economic phenomenon.Before entering the Bitcoin industry in 2019, Kristýna built her career in technology and corporate communications, helping global and regional organizations communicate innovation and navigate change. She later led communications at SatoshiLabs, the creators of Trezor, and today serves as Head of PR at BTC Inc., the company behind Bitcoin Magazine and the world’s largest Bitcoin conferences.At Hesperides University, Kristýna is shaping a new kind of higher education — one that treats Bitcoin not as a trend, but as a turning point in human organization, value, and trust. As she puts it, “Bitcoin deserves an academic space — serious, independent, and global.”Her work connects communication, education, technology, and the growing movement for intellectual and financial independence.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?","结合您在 BTC Inc., Hesperides University 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？","Based on your frontline work at BTC Inc., Hesperides University, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6913ab78a0650f2fcd6b3fec_16a3d0a4a192180df3b2cf72.webp,avatars/mena-speakers/kristyna-mazankova.webp
Laura Inamedinova,Laura Inamedinova,CGEO,CGEO,Gate.com,Gate.com,Laura K. Inamedinova 是屡获殊荣的连续创业者、投资人和主旨演讲者，自 2016 年起分享自己在 Web3 与比特币领域的洞见。作为 Gate.com 的 CGEO，她负责搭建跨境合作伙伴关系并推动交易所全球增长，重点提升比特币的全球采用与使用。在加入 Gate.com 前，她创立 Web3 营销公司 LKI Consulting，将其规模做到 8 位数营收，并因此被《Entrepreneur》杂志评为“10 大女性企业家”之一，被 Silicon Valley Times 评为“国际商务 10 大女性”之一。2024 年，她将 LKI 交由新管理团队运营，自己仍为大股东。2025 年，她被《福布斯》墨西哥版评为“30 岁以下区块链远见者”之一。她个人也是一名活跃天使投资人，投资组合超过 40 个项目，曾任《福布斯》和《赫芬顿邮报》专栏作者，并频繁在国际舞台分享比特币如何重塑金融未来。,"Laura K. Inamedinova is an award-winning serial entrepreneur, investor, and keynote speaker sharing her insights on the Web3 and Bitcoin space since 2016.As CGEO at Gate.com, she builds cross-border partnerships and manages the global growth of the exchange, with a strong focus on advancing Bitcoin adoption and access worldwide.Before joining Gate.com, she founded a Web3 marketing agency, LKI Consulting, which she grew to 8-figures. This led her to be globally acclaimed as one of the “10 Women Entrepreneurs” by Entrepreneur Magazine and among the “Top 10 Women in International Business” by Silicon Valley Times.In 2024, she transferred the leadership of LKI Consulting to a new management team, while Laura remained the majority shareholder.Laura was recognized as one of the “Forbes 30 Under 30 Blockchain Visionaries” by Forbes Mexico in 2025, highlighting her impact on the Web3 and Bitcoin industry.On a personal level, Laura is a successful angel investor with 40+ projects in her portfolio, an ex-Forbes and Huffington Post columnist, and an internationally renowned speaker who frequently covers Bitcoin’s role in shaping the future of finance.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Gate.com 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Gate.com, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ff8acc4548866e7c7dc0_H7LNcfuirqvNmlX8mEXpBg1uOuNqKzhkyxMaGIIauEg.webp,avatars/mena-speakers/laura-inamedinova.webp
Leeor Groen,Leeor Groen,Partner,Partner,Spartan Group,Spartan Group,Leeor Groen 是 Spartan Group 合伙人，常驻瑞士，自 2016 年起活跃于加密行业，拥有逾十年在欧洲、北美和亚洲为科技公司提供交易撮合、投资与咨询的经验。在 Spartan，他与创始人、投资人和协议方紧密合作，帮助其在数字资产生态中推进战略增长、资本筹集与退出路径。,"Leeor Groen is a Partner at Spartan Group based in Switzerland and active in the industry since 2016. He brings over ten years of experience in dealmaking, investing in, and advising technology companies across Europe, North America and Asia. At Spartan, Leeor works closely with founders, investors, and protocols across the digital asset ecosystem, helping them navigate strategic growth, capital raising, and exits.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Spartan Group 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Spartan Group, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ff992b5cc28ee50f6c12_4b39be5d940f01159e951c37.webp,avatars/mena-speakers/leeor-groen.webp
Lena Art,Lena Art,Founder,Founder,LENA WEAR YOUR STATEMENT,LENA WEAR YOUR STATEMENT,风格，是在不发一言的情况下告诉世界“你是谁”的方式。,Style is a way to say who you are without having to speak.,本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 LENA WEAR YOUR STATEMENT 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at LENA WEAR YOUR STATEMENT, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691ca12e08736b4f1d14e492_3844a90a8551fc069521e10f.webp,avatars/mena-speakers/lena-art.webp
Lina Seiche,Lina Seiche,CEO,CEO,The Little HODLer,The Little HODLer,Lina Seiche 是漫画家、作家，也是全球知名比特币漫画与周边品牌 The Little HODLer 的创作者。自 2020 年起，The Little HODLer 连载漫画在网络和纸质出版物中收获数百万读者，其毛绒玩偶、漫画书和周边产品已销往 60 多个国家。自 2025 年起，The Little HODLer 在萨尔瓦多率先推出全球首个小学生金融教育项目，将比特币与基础理财知识以儿童友好的方式结合。,"Lina Seiche is a cartoonist, writer, and creator of The Little HODLer, one of the world’s most popular Bitcoin comic and merchandise brands. Since 2020, The Little HODLer comic series has reached millions of readers online and in print; The Little HODLer plushies, comic books, and other merchandise have been adopted by customers in over 60 countries. Since 2025, The Little HODLer pioneers the world’s first primary school financial education program in El Salvador.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 The Little HODLer 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at The Little HODLer, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fb2151dfc7d84da6203_kVcmxaGTxf5Ls9xtr83Pq21R_0Xn5F6ZnA-HT2v_LS8.webp,avatars/mena-speakers/lina-seiche.webp
Linah Ali,Linah Ali,Co-Founder,Co-Founder,Bitcoin Beef Bits,Bitcoin Beef Bits,Linah 是 Bitcoin Beef Bits 的联合创始人之一，这是一款“只用比特币结算”的高端牛肉零食品牌，利用比特币矿机的余热来烘干牛肉。她拥有市场营销背景，曾在 Uber 等多家初创与科技公司工作，一直热衷于创业与打造有价值的创新品牌。通过 Bitcoin Beef Bits，她探索如何将比特币工作量证明（PoW）用于可持续创新与有温度的品牌叙事。她活跃于 Nostr、X 和 Instagram，关心真实的营销、草根运动，以及如何把比特币创意融入既有企业。,"Linah is one of the co-founders of Bitcoin Beef Bits, a fiat-free premium beef snack dried using excess heat from Bitcoin miners. With a background in marketing and experience across startups and tech including Uber, she’s always been drawn to entrepreneurship and building innovative, value-driven brands.Through Bitcoin Beef Bits, she explores how Bitcoin’s Proof-of-Work can be harnessed for sustainable innovation and meaningful brand storytelling. Active on Nostr, X, and Instagram, Linah is passionate about authentic marketing, grassroots movements, and finding creative ways to integrate Bitcoin into existing companies.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Beef Bits 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Beef Bits, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e69d51cb40513f6bd1e0_sfg5mAfkhOnpquObCYC2VwQJYFlP7FFfCIm-wocOtqw.webp,avatars/mena-speakers/linah-ali.webp
Linda Wambui,Linda Wambui,"Founder, Local Organizer","Founder, Local Organizer",Bitsavers Eduhub and Trezor Academy kenya,Bitsavers Eduhub and Trezor Academy kenya,Linda Kariuki 是一位充满热情的比特币教育者，也是肯尼亚 Trezor Academy 的本地组织者，负责为大学生和社区开展线下比特币教育课程。她创立 Bitsavers Eduhub，专注金融素养与比特币教育，致力于推广比特币作为价值储藏和经济赋能工具。Linda 特别重视青年参与与性别平等，主导了多项社区项目，为学生、女性和弱势群体拆解比特币的复杂概念。她曾在内罗毕贫民区 Afribit Kibera 志愿授课，并担任 Bitcoin Unconference Kenya 的联合组织者，这是一场由本地建设者与教育者发起的草根会议。通过 Campus Caravan 等项目，她将全球比特币创新与非洲本地现实相连接，推动包容性参与、同侪学习与长期采用。,"Linda Kariuki is a passionate Bitcoin educator and the local organizer of Trezor Academy Kenya, where she leads in-person Bitcoin education sessions to campus students and communities. She is also the founder of Bitsavers Eduhub, a platform focused on financial literacy and Bitcoin education, with a mission to promote Bitcoin as a store of value and tool for economic empowerment.With a strong emphasis on youth engagement and gender inclusion, Linda has spearheaded community-driven programs that demystify Bitcoin for students, women, and underserved populations. She has volunteered to teach Bitcoin at Afribit Kibera, an informal settlement in Nairobi, and served as a co-organizer of the Bitcoin Unconference Kenya, a grassroots gathering of Bitcoin builders and educators.Through her leadership, Linda is bridging global Bitcoin innovation with local African realities, creating initiatives like the Campus Caravan to foster inclusive participation, peer learning, and long-term Bitcoin adoption.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitsavers Eduhub and Trezor Academy kenya 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitsavers Eduhub and Trezor Academy kenya, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911fdde8f909637df331e11_AsVFeVFX22c1qplRgNgXpUe-FmQe9CKeqJzNmTw9OTs.webp,avatars/mena-speakers/linda-wambui.webp
Loren Asmus,Loren Asmus,Head of Capital Formation,Head of Capital Formation,UTXO Management,UTXO Management,Loren 是 UTXO Management 的资本筹集负责人，负责向现有及潜在投资人清晰传达公司的价值主张并对接需求。加入 UTXO 之前，他在 Canterbury Consulting 工作逾 11 年，这是一家管理 450 亿美元顾问资产的投资咨询公司，他负责在公募和私募市场中寻找、评估与跟踪投资管理人，期间担任固定收益和实物资产经理研究委员会主席以及对冲基金委员会副主席，并作为公司数字资产工作组创始成员参与相关研究。Loren 同时是 CFA 特许持证人和 CAIA（另类投资分析师）持证人。,"Loren is Head of Capital Formation at UTXO Management, where he is responsible for articulating the firm’s value proposition and addressing the needs of both current and prospective investors. Before joining UTXO Management, Loren spent over eleven years at Canterbury Consulting, an investment consulting firm overseeing $45 billion in assets under advisement. There, he was responsible for sourcing, underwriting, and monitoring investment managers across public and private markets. During his tenure, he served as Chair of the Fixed Income and Real Assets Manager Research Committees and Vice Chair of the Hedge Funds Committee. He was also a founding member of Canterbury’s digital assets working group. Loren is a CFA® charterholder and a Chartered Alternative Investment Analyst.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 UTXO Management 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at UTXO Management, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f921c0f81cb39f3945f939_fhcbvYhPxcfvbIOS2gIa5G_jl2aD0qjs2IF6ijJXfNw.webp,avatars/mena-speakers/loren-asmus.webp
Louise Reymond Corpus,Louise Reymond Corpus,USA / UK Team Lead,USA / UK Team Lead,Million Miner,Million Miner,MillionMiner 是欧洲领先的专业矿机硬件供应商，与 NiceHash、VoskCoin、EMCD 等多家行业巨头建立了紧密合作关系，不仅提供一流的 ASIC 矿机，还为客户提供全球范围内的活动、矿池以及托管服务资源。无论是新手还是专业矿工，MillionMiner 都通过先进技术、可靠支持、公平价格和国际网络，帮助客户实现可持续的挖矿收益。,"MillionMiner is the leading provider of professional mining hardware in Europe. With strong partnerships with industry leaders such as NiceHash, VoskCoin, EMCD and many more, MillionMiner not only offers first-class ASIC miners, but also exclusive access to events, mining pools and hosting services worldwide. Whether you are new to mining or a professional, we combine state-of-the-art technology with reliable support, fair prices and an international network for sustainable mining success.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Million Miner 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Million Miner, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad6f611bd5d386c02373_Xj350fXtZA70nUiXPgdaUW4LMQ9SDNPtQCdDO-KCpPA.webp,avatars/mena-speakers/louise-reymond-corpus.webp
Luca Infeld,Luca Infeld,Fouder,Fouder,Munich International Mining,Munich International Mining,Luca 是 Munich International Mining LLC 的联合创始人兼首席商务拓展官（CBDO），其职业生涯证明了勤奋、专注和追随热情（比特币挖矿）的力量。他不断寻找新机会扩展矿业版图，走访全球，与志同道合的个人与机构建立合作关系。作为许多客户信赖的合作伙伴，Luca 以可靠、诚实和正直著称，致力于去中心化和行业民主化，为全球更多人参与挖矿创造机会。,"Co-Founder & CBDO at Munich International Mining LLCBio: Luca is a testament to the power of hard work, dedication, and a relentless pursuit of one's passions - Bitcoin Mining. He is always on the lookout for new opportunities and ways to expand his mining operation. Luca's travels have taken him around the world, where he has forged valuable partnerships with other like-minded individuals and organizations.As a trusted partner to many people, Luca has built a reputation for his reliability, honesty, and integrity. His commitment to decentralization and democratizing the space has opened up new opportunities for people around the world to participate in the mining process.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Munich International Mining 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Munich International Mining, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e68ee7f5029b72c2c3c4_0391d286a78d9db92f85aba6.webp,avatars/mena-speakers/luca-infeld.webp
Luthando Ndabambi,Luthando Ndabambi,Project Community Leader,Project Community Leader,Bitcoin Ekasi,Bitcoin Ekasi,Luthando Ndabambi 目前担任 Bitcoin Ekasi 的社区总监（或项目社区负责人），该项目致力于在南非通过比特币推动金融包容。他于 2019 年 5 月加入青少年冲浪与教育项目 The Surfer Kids，担任冲浪教练，并在 2021 年 8 月左右开始深入学习比特币，帮助本地乡镇商店接入比特币支付。,"Luthando Ndabambi currently serves as Community Director (or Project Community Lead) for Bitcoin Ekasi — an initiative focused on Bitcoin adoption and financial inclusion in South Africa.Earlier, he joined The Surfer Kids (a surf coaching / youth engagement programme) in May 2019 as a surf coach.Over time, he expanded his work into the Bitcoin space (around August 2021) by learning about Bitcoin and helping onboard township shops to accept Bitcoin as payment.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Ekasi 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Ekasi, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dff23e1ffd62104c782636_w28uqY-x6q-boNRGe-vnH3cITFiWOuCV8tDeaYnLXBU.webp,avatars/mena-speakers/luthando-ndabambi.webp
Madeline Morning,Madeline Morning,Programming Associate,Programming Associate,The Bitcoin Conference,The Bitcoin Conference,不在筹备大会的时候，她很可能正捧着一本关于比特币的书、喝着一杯暖饮。,"When I’m not planning conferences, chances are I’m reading a book about bitcoin and drinking a cozy beverage.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 The Bitcoin Conference 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at The Bitcoin Conference, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e814fcf2a328d5a05d9932_57037394f11a9287821c6c5a.webp,avatars/mena-speakers/madeline-morning.webp
